"Antenna Algorithm Name","Technology","Direction","Channel Model","Signal to Interference Ratio (dB)","2x2 (%)","4x4 (%)","8x8 (%)","3x3 (%)"
"Smart Antenna + AMS","WiMAX","Uplink","n/a","0","16.99","28.77","35.94",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","2","22.9","40.58","52.26",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","4","29.53","55.18","73.91",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","6","36.45","72.09","101.23",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","8","43.2","90.39","133.86",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","10","49.44","108.98","170.55",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","12","55","126.87","209.4",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","14","59.81","143.37","248.34",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","16","63.93","158.14","285.62",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","18","67.42","171.11","320.07",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","20","70.39","182.38","351.16",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","25","76.04","204.38","414.2",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","30","79.96","219.91","460.02",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","40","84.95","239.81","519.44",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","50","87.96","251.84","555.51",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","60","89.97","259.86","579.59",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","70","91.4","265.6","596.79",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","80","92.47","269.9","609.69",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","90","93.31","273.24","619.73",""
"Smart Antenna + AMS","WiMAX","Uplink","n/a","100","93.98","275.92","627.75",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","-10","2.38","3.63","4.27",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","-5","6.85","10.77","12.87",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","0","16.99","28.77","35.94",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","2","22.9","40.58","52.26",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","4","29.53","55.18","73.91",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","6","36.45","72.09","101.23",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","8","43.2","90.39","133.86",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","10","49.44","108.98","170.55",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","12","55","126.87","209.4",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","14","59.81","143.37","248.34",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","16","63.93","158.14","285.62",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","18","67.42","171.11","320.07",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","20","70.39","182.38","351.16",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","25","76.04","204.38","414.2",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","30","79.96","219.91","460.02",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","40","84.95","239.81","519.44",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","50","87.96","251.84","555.51",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","60","89.97","259.86","579.59",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","70","91.4","265.6","596.79",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","80","92.47","269.9","609.69",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","90","93.31","273.24","619.73",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Downlink","n/a","100","93.98","275.92","627.75",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","-10","2.38","3.63","4.27",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","-5","6.85","10.77","12.87",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","0","16.99","28.77","35.94",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","2","22.9","40.58","52.26",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","4","29.53","55.18","73.91",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","6","36.45","72.09","101.23",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","8","43.2","90.39","133.86",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","10","49.44","108.98","170.55",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","12","55","126.87","209.4",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","14","59.81","143.37","248.34",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","16","63.93","158.14","285.62",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","18","67.42","171.11","320.07",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","20","70.39","182.38","351.16",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","25","76.04","204.38","414.2",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","30","79.96","219.91","460.02",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","40","84.95","239.81","519.44",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","50","87.96","251.84","555.51",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","60","89.97","259.86","579.59",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","70","91.4","265.6","596.79",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","80","92.47","269.9","609.69",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","90","93.31","273.24","619.73",""
"Smart Antenna + WiMAX MIMO B","WiMAX","Uplink","n/a","100","93.98","275.92","627.75",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","-10","2.38","3.63","4.27",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","-5","6.85","10.77","12.87",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","0","16.99","28.77","35.94",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","2","22.9","40.58","52.26",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","4","29.53","55.18","73.91",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","6","36.45","72.09","101.23",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","8","43.2","90.39","133.86",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","10","49.44","108.98","170.55",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","12","55","126.87","209.4",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","14","59.81","143.37","248.34",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","16","63.93","158.14","285.62",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","18","67.42","171.11","320.07",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","20","70.39","182.38","351.16",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","25","76.04","204.38","414.2",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","30","79.96","219.91","460.02",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","40","84.95","239.81","519.44",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","50","87.96","251.84","555.51",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","60","89.97","259.86","579.59",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","70","91.4","265.6","596.79",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","80","92.47","269.9","609.69",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","90","93.31","273.24","619.73",""
"WiMAX Automatic MIMO Switching","WiMAX","Downlink","n/a","100","93.98","275.92","627.75",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","-10","2.38","3.63","4.27",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","-5","6.85","10.77","12.87",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","0","16.99","28.77","35.94",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","2","22.9","40.58","52.26",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","4","29.53","55.18","73.91",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","6","36.45","72.09","101.23",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","8","43.2","90.39","133.86",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","10","49.44","108.98","170.55",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","12","55","126.87","209.4",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","14","59.81","143.37","248.34",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","16","63.93","158.14","285.62",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","18","67.42","171.11","320.07",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","20","70.39","182.38","351.16",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","25","76.04","204.38","414.2",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","30","79.96","219.91","460.02",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","40","84.95","239.81","519.44",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","50","87.96","251.84","555.51",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","60","89.97","259.86","579.59",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","70","91.4","265.6","596.79",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","80","92.47","269.9","609.69",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","90","93.31","273.24","619.73",""
"WiMAX Automatic MIMO Switching","WiMAX","Uplink","n/a","100","93.98","275.92","627.75",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","-10","2.38","3.63","4.27",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","-5","6.85","10.77","12.87",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","0","16.99","28.77","35.94",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","2","22.9","40.58","52.26",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","4","29.53","55.18","73.91",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","6","36.45","72.09","101.23",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","8","43.2","90.39","133.86",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","10","49.44","108.98","170.55",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","12","55","126.87","209.4",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","14","59.81","143.37","248.34",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","16","63.93","158.14","285.62",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","18","67.42","171.11","320.07",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","20","70.39","182.38","351.16",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","25","76.04","204.38","414.2",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","30","79.96","219.91","460.02",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","40","84.95","239.81","519.44",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","50","87.96","251.84","555.51",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","60","89.97","259.86","579.59",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","70","91.4","265.6","596.79",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","80","92.47","269.9","609.69",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","90","93.31","273.24","619.73",""
"WiMAX MIMO B","WiMAX","Downlink","n/a","100","93.98","275.92","627.75",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","-10","2.38","3.63","4.27",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","-5","6.85","10.77","12.87",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","0","16.99","28.77","35.94",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","2","22.9","40.58","52.26",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","4","29.53","55.18","73.91",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","6","36.45","72.09","101.23",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","8","43.2","90.39","133.86",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","10","49.44","108.98","170.55",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","12","55","126.87","209.4",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","14","59.81","143.37","248.34",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","16","63.93","158.14","285.62",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","18","67.42","171.11","320.07",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","20","70.39","182.38","351.16",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","25","76.04","204.38","414.2",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","30","79.96","219.91","460.02",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","40","84.95","239.81","519.44",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","50","87.96","251.84","555.51",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","60","89.97","259.86","579.59",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","70","91.4","265.6","596.79",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","80","92.47","269.9","609.69",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","90","93.31","273.24","619.73",""
"WiMAX MIMO B","WiMAX","Uplink","n/a","100","93.98","275.92","627.75",""
